house,year,name_jp,district,districttype,party_jp,party_id,party_en,result,experience,experience_lab,female,gender_lab,age,age_group,borninku,home_lab,educ_type,educ_lab,dynastic,dynastic_lab,busi_emp,busi_exec,celeb,bcrat,localbcrat,pref_assy,pref_gov,sec,magnitude,city_assy,anylocal_assy,mayor,totcruns,totcwins,kucode,region,prcode,inc,camp,ku_vote,ku_totvote,ku_electorate,ku_voteshare,ku_rank,ku_ncand,pr_partyvote,pr_totvote,pr_electorate,pr_voteshare,pr_m,pr_partyseats,pr_rank,pr_ncand,pr_rerank,poptotal,popmale,popfemale,popunder15,popover65,popdid,popdensity,byear,bplace,bplace_id,background_jp,background_eng,busi,priorwins,incumbent2,incdummy2,hc,bcrat_id,news,union,agri,celeb_id,qual,educ,law,med,relig,police,pubcorp,mili,juku,kobo,dynasty,family,pre_local,pre_cand,pre_mp,seshu,junior,cablegacy,pre_fam,cabappt,cabexp,junappt,junexp,pm,pid,party_en_orig,borninken
HR,2014,白石洋一,Ehime 3,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,51,50-59,0,Born outside district,3,University of Tokyo,0,None,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3803,Shikoku,100000,0,4,52602,125707,267558,0.418449251,2,3,326803,1570028,3259284,0.208151065,6,1,1,8,2,324013,155635,168378,43665,86088,156100,0.4817708,1963,愛媛県今治市,3802,党県副代表［歴］長銀シカゴ支店長代理▽監査法人ディレクター▽東大,business manager (banking),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,18037,DPJ,1
HR,2014,山本公一,Ehime 4,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,67,60-69,1,Born inside district,2,Private university,2,National-level elected politician,0,1,0,0,0,1,0,0,1,0,1,0,8,8,3804,Shikoku,100000,1,1,66954,142098,262312,0.47118186,1,4,547185,1570028,3259284,0.348519262,6,3,3,16,0,318832,148172,170660,37981,103786,75102,0.2355535,1947,宇和島市,3804,［元］副総務相［歴］会社社長▽県議▽環境政務次官▽党副幹事長▽慶大,"local politician, business (executive)",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,山本1,0,1,1,0,1,0,山本友一 (father),0,0,0,1,0,13537,LDP,1
HR,2014,西井直人,Ehime 4,SMD,共産党,5,JCP,0,0,No experience,0,Male,57,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3804,Shikoku,0,0,5,7285,142098,262312,0.051267435,4,4,,,,,,,,,,318832,148172,170660,37981,103786,75102,0.2355535,1957,三重県,24,党地区委員長・県常任委員［歴］党中予地区副委員長▽愛媛大,party newspaper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15195,JCP,0
HR,2014,森夏枝,Ehime 4,SMD,維新の党,35,JIP,0,0,No experience,1,Female,33,Under_40,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3804,Shikoku,100000,0,1,20222,142098,262312,0.142310237,3,4,200882,1570028,3259284,0.127948037,6,1,1,3,2,318832,148172,170660,37981,103786,75102,0.2355535,1981,愛媛県西条市,3803,党県代表代行▽太極拳指導員［歴］県青年国際交流機構会長▽鹿屋体大,youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,14739,JRP,1
HR,2014,桜内文城,Ehime 4,SMD,次世代の党,39,PFG,0,2,"Currently in office, 1 term",0,Male,49,40-49,1,Born inside district,3,University of Tokyo,3,Cabinet minister,0,0,0,1,0,0,0,0,1,0,0,0,3,1,3804,Shikoku,100000,2,1,47637,142098,262312,0.335240468,2,4,44515,1570028,3259284,0.028352998,6,0,1,2,1,318832,148172,170660,37981,103786,75102,0.2355535,1965,愛媛県宇和島市,3804,公認会計士▽党政調会長［歴］財務省職員▽新潟大准教授▽参院議員▽東大,"bur, educ, UH",0,1,2,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,櫻内,0,1,1,0,1,1,"櫻内義雄 (grandfather-in-law), 櫻内幸雄 (great grandfather-in-law)",0,0,0,0,0,13141,PFG,1
HR,2014,稲田朋美,Fukui 1,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",1,Female,55,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1801,Hokuriku Shinetsu,60000,1,1,116855,180218,378855,0.648409149,1,3,1122585,3107023,6147926,0.361305661,11,5,2,25,0,470089,225811,244278,64105,116272,229361,0.4879097,1959,福井県今立郡今立町 (現:越前市),1802,党政調会長▽弁護士［歴］党県会長・党副幹事長▽行革担当相▽早大,lawyer,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,1,0,0,0,10415,LDP,1
HR,2014,金元幸枝,Fukui 1,SMD,共産党,5,JCP,0,0,No experience,1,Female,56,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1801,Hokuriku Shinetsu,0,0,5,15561,180218,378855,0.086345426,3,3,,,,,,,,,,470089,225811,244278,64105,116272,229361,0.4879097,1958,福井県坂井市,1801,党県書記長・県民生活委員長［歴］赤旗記者▽党北越地区副委員長▽福井大,party newspaper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,11816,JCP,1
HR,2014,鈴木宏治,Fukui 1,SMD,維新の党,35,JIP,0,0,No experience,0,Male,41,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1801,Hokuriku Shinetsu,60000,0,1,47802,180218,378855,0.265245425,2,3,432249,3107023,6147926,0.139119987,11,1,1,5,3,470089,225811,244278,64105,116272,229361,0.4879097,1973,福井県福井市,1801,［元］県議［歴］衆院議員秘書▽阪大,"prefectural assembly, MP secretary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19353,JRP,1
HR,2014,高木毅,Fukui 2,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,58,50-59,1,Born inside district,2,Private university,1,Local-level elected politician,0,1,0,0,0,0,0,0,1,0,0,0,7,6,1802,Hokuriku Shinetsu,60000,1,1,83086,135059,266868,0.615182994,1,3,1122585,3107023,6147926,0.361305661,11,5,2,25,0,336225,163901,172324,48087,84670,108019,0.32127,1956,福井県敦賀市,1802,［元］副国交相▽党国対筆頭副委員長［歴］日本青年会議所地区会長▽青学大,business (executive),1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,,0,0,0,1,0,12554,LDP,1
HR,2014,宇野邦弘,Fukui 2,SMD,共産党,5,JCP,0,0,No experience,0,Male,63,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1802,Hokuriku Shinetsu,0,0,5,9941,135059,266868,0.073604869,3,3,,,,,,,,,,336225,163901,172324,48087,84670,108019,0.32127,1951,福井県池田町,1802,党県常任委員（農村労組県書記長）・県原発対策委員長［歴］民青同盟中央委員▽鳥取大,"party youth org., labor union, agriculture",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,10457,JCP,1
HR,2014,辻一憲,Fukui 2,SMD,民主党,16,DPJ,0,0,No experience,0,Male,49,40-49,0,Born outside district,0,High school,2,National-level elected politician,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1802,Hokuriku Shinetsu,60000,0,4,42032,135059,266868,0.311212137,2,3,690721,3107023,6147926,0.222309587,11,3,1,15,11,336225,163901,172324,48087,84670,108019,0.32127,1965,福井県福井市,1801,ＮＰＯ理事長▽党県青年局長［歴］衆院議員秘書▽早大中退,"NPO, MP secretary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,辻,0,1,1,0,0,0,辻一彦 (father),0,0,0,0,0,19717,DPJ,1
HR,2014,井上貴博,Fukuoka 1,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,52,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,1,0,0,1,0,1,0,2,2,4001,Kyushu,0,1,1,59712,164312,407731,0.363406203,1,6,,,,,,,,,,504726,243915,260811,62548,84461,486479,0.9638477,1962,福岡市,4001,［元］県議▽会社会長［歴］福岡青年会議所理事長▽自民党県青年局長▽独協大,"prefectural assembly, company president",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,10308,LDP,1
HR,2014,新開裕司,Fukuoka 1,SMD,無所属（自民）,1.5,Independent,0,2,"Currently in office, 1 term",0,Male,46,40-49,1,Born inside district,2,Private university,0,None,0,1,0,0,0,0,0,1,1,0,0,0,2,1,4001,Kyushu,0,3,1,31087,164312,407731,0.189194946,3,6,,,,,,,,,,504726,243915,260811,62548,84461,486479,0.9638477,1968,福岡市,4001,自民党文科副部会長［歴］福岡青年会議所理事長▽衆院議員秘書▽国立音大,"MP sec, business (exec)",1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,14696,LDPI,1
HR,2014,比江嶋俊和,Fukuoka 1,SMD,共産党,5,JCP,0,0,No experience,0,Male,67,60-69,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,1,1,0,2,0,4001,Kyushu,0,0,5,18906,164312,407731,0.11506159,4,6,,,,,,,,,,504726,243915,260811,62548,84461,486479,0.9638477,1947,宮崎県,45,［元］福岡市議▽党１区国政対策委員長［歴］福岡医療団副理事長▽九州歯科大,"city assy, dentist",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,18158,JCP,0
HR,2014,山本剛正,Fukuoka 1,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,42,40-49,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,1,1,0,0,0,3,1,4001,Kyushu,110000,0,4,42960,164312,407731,0.26145382,2,6,944093,5830358,11816652,0.161927106,21,3,2,16,6,504726,243915,260811,62548,84461,486479,0.9638477,1972,東京都,13,［元］衆院議員秘書▽党県副代表［歴］ガス会社員▽参院議員秘書▽駒沢大,"MP sec, business employee",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13546,DPJ,0
HR,2014,金出公子,Fukuoka 1,SMD,無所属（民主）,16.5,Independent,0,0,No experience,1,Female,67,60-69,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4001,Kyushu,0,0,4,6764,164312,407731,0.041165587,5,6,,,,,,,,,,504726,243915,260811,62548,84461,486479,0.9638477,1947,鹿児島県,46,［元］福岡市議▽健康体操団体代表［歴］会社員▽鹿児島玉龍高,"municipal assembly, company employee, interest group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19562,DPJI,0
HR,2014,明石健太郎,Fukuoka 1,SMD,みらい党,99,Other,0,0,No experience,0,Male,42,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4001,Kyushu,0,0,9,4883,164312,407731,0.029717854,6,6,,,,,,,,,,504726,243915,260811,62548,84461,486479,0.9638477,1972,福岡県福岡市,4001,みらい党代表、国土交通省、九州大学経済学部,bureaucrat,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19764,Minor Party,1
HR,2014,山本幸三,Fukuoka 10,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,66,60-69,1,Born inside district,3,University of Tokyo,3,Cabinet minister,0,0,0,1,0,0,0,0,1,0,0,0,9,7,4010,Kyushu,110000,1,1,81567,184507,409018,0.442080788,1,4,2001264,5830358,11816652,0.343248905,21,8,1,38,0,501198,235279,265919,64166,122994,450000,0.8978487,1948,福岡県京都郡行橋町（現・行橋市）,4010,［元］副経産相［歴］福岡国税局直税部長▽蔵相秘書官▽党総務副会長▽東大,bureaucrat,0,3,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,村山,0,1,1,0,1,1,"村山達雄 (father-in-law), 柳田桃太郎 (uncle, HC)",0,0,0,1,0,13540,LDP,1
HR,2014,高瀬菜穂子,Fukuoka 10,SMD,共産党,5,JCP,0,0,No experience,1,Female,54,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,1,0,1,0,2,0,4010,Kyushu,0,0,5,25941,184507,409018,0.140596292,3,4,,,,,,,,,,501198,235279,265919,64166,122994,450000,0.8978487,1960,福岡県北九州市,4010,［元］県議▽党１０区福祉教育対策委員長・県委員［歴］中学校教諭▽広島大学、広島大院,"prefectural assembly, education",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,12502,JCP,1
HR,2014,佐藤正夫,Fukuoka 10,SMD,無所属,10,Independent,0,2,"Currently in office, 1 term",0,Male,59,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,1,0,0,1,0,1,0,2,1,4010,Kyushu,0,2,1,18400,184507,409018,0.099725214,4,4,,,,,,,,,,501198,235279,265919,64166,122994,450000,0.8978487,1955,福岡県北九州市,4010,［元］県議［歴］建築会社社長▽自民党県総務会長▽みんなの党組織委員長▽日大,"prefectural assembly, construction company president",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,12854,Independent,1
HR,2014,城井崇,Fukuoka 10,SMD,民主党,16,DPJ,0,3,"Formerly in office, 2 terms",0,Male,41,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,5,2,4010,Kyushu,110000,0,4,58599,184507,409018,0.317597706,2,4,944093,5830358,11816652,0.161927106,21,3,2,16,7,501198,235279,265919,64166,122994,450000,0.8978487,1973,北九州市,4010,［元］文科政務官［歴］松下政経塾生▽衆院議員秘書▽党県代表代行▽京大,"Matsushita, MP sec",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,14643,DPJ,1
HR,2014,武田良太,Fukuoka 11,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,46,40-49,1,Born inside district,2,Private university,3,Cabinet minister,0,1,0,0,0,0,0,1,1,0,0,0,8,5,4011,Kyushu,110000,1,1,85488,130320,265270,0.655985267,1,3,2001264,5830358,11816652,0.343248905,21,8,1,38,0,323812,151374,172438,42456,88471,77867,0.2404698,1968,福岡県田川郡赤池町（現：福智町）,4011,党副幹事長［歴］衆院議員秘書▽観光会社役員▽党県会長▽副防衛相▽早大院,"MP sec, business executive",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,田中3,0,1,1,0,1,1,田中六助 (uncle),0,0,0,1,0,18342,LDP,1
HR,2014,藤中寛之,Fukuoka 11,SMD,社会民主党,2,SDP,0,0,No experience,0,Male,40,40-49,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4011,Kyushu,110000,0,2,24138,130320,265270,0.185220994,2,3,306935,5830358,11816652,0.05264428,21,1,1,5,4,323812,151374,172438,42456,88471,77867,0.2404698,1974,福岡県八幡西区,4009,党県副代表［歴］中学校非常勤講師▽琉球大非常勤講師▽国立琉球大学、琉球大院,education,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19735,SDP,1
HR,2014,山下登美子,Fukuoka 11,SMD,共産党,5,JCP,0,0,No experience,1,Female,61,60-69,0,Born outside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4011,Kyushu,0,0,5,20694,130320,265270,0.158793738,3,3,,,,,,,,,,323812,151374,172438,42456,88471,77867,0.2404698,1953,熊本市,4303,党地区副委員長・常任委員▽新日本婦人の会行橋支部長▽宮崎大宮高,interest group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13300,JCP,0
HR,2014,鬼木誠,Fukuoka 2,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,42,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,1,0,0,1,0,1,0,2,2,4002,Kyushu,110000,1,1,102241,206658,451222,0.494735263,1,4,2001264,5830358,11816652,0.343248905,21,8,1,38,0,554184,256287,297897,67585,95850,552840,0.9975748,1972,福岡県福岡市,4002,［元］県議▽党財務金融副部会長・青年局次長［歴］西日本銀行員▽九大,"prefectural assembly, bank employee",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,11322,LDP,1
HR,2014,倉元達朗,Fukuoka 2,SMD,共産党,5,JCP,0,0,No experience,0,Male,47,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,1,1,0,2,0,4002,Kyushu,0,0,5,17200,206658,451222,0.083229297,3,4,,,,,,,,,,554184,256287,297897,67585,95850,552840,0.9975748,1967,福岡県福岡市,4002,［元］福岡市議▽党地区副委員長・２区国政対策委員長［歴］会社員▽福岡大,"municipal assembly, business employee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15859,JCP,1
HR,2014,中村宣久,Fukuoka 2,SMD,無所属,10,Independent,0,0,No experience,0,Male,52,50-59,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4002,Kyushu,0,0,9,3682,206658,451222,0.017816876,4,4,,,,,,,,,,554184,256287,297897,67585,95850,552840,0.9975748,1962,熊本県八代市,43,建設会社員、八代市、九州共立大,construction company employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19708,Independent,0
HR,2014,稲富修二,Fukuoka 2,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,44,40-49,0,Born outside district,3,University of Tokyo,0,None,1,0,0,0,0,0,0,0,1,0,0,0,4,1,4002,Kyushu,110000,0,4,83535,206658,451222,0.404218564,2,4,944093,5830358,11816652,0.161927106,21,3,2,16,4,554184,256287,297897,67585,95850,552840,0.9975748,1970,福岡県大野城市,4005,党県副代表・２区総支部長［歴］丸紅社員▽松下政経塾生▽東大,"Matsushita, business employee, education",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,10416,DPJ,1
HR,2014,古賀篤,Fukuoka 3,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,42,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4003,Kyushu,110000,1,1,114093,198652,408175,0.574336025,1,3,2001264,5830358,11816652,0.343248905,21,8,1,38,0,503268,238978,264290,75856,95322,415667,0.8259357,1972,福岡県福岡市,4003,［元］財務省職員▽党青年局次長［歴］金融庁総務企画局政策課長補佐▽東大,bureaucrat,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,12099,LDP,1
HR,2014,川原康裕,Fukuoka 3,SMD,共産党,5,JCP,0,0,No experience,0,Male,33,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4003,Kyushu,0,0,5,19164,198652,408175,0.096470209,3,3,,,,,,,,,,503268,238978,264290,75856,95322,415667,0.8259357,1981,福岡県久留米市,4006,党３区若者しごと対策委員長・福岡西部地区副委員長▽福岡大,party youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15644,JCP,1
HR,2014,藤田一枝,Fukuoka 3,SMD,民主党,16,DPJ,0,3,"Formerly in office, 2 terms",1,Female,65,60-69,0,Born outside district,0,High school,0,None,1,0,0,0,0,1,0,0,1,0,1,0,6,2,4003,Kyushu,110000,0,4,65395,198652,408175,0.329193766,2,3,944093,5830358,11816652,0.161927106,21,3,2,16,11,503268,238978,264290,75856,95322,415667,0.8259357,1949,東京都,13,党県幹事長・３区総支部長▽ＮＰＯ法人理事［歴］県議▽明大中退,"loc pol, NPO, public corp. employee",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,17749,DPJ,0
HR,2014,宮内秀樹,Fukuoka 4,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,52,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,2,2,4004,Kyushu,110000,1,1,91222,169170,347219,0.539232724,1,3,2001264,5830358,11816652,0.343248905,21,8,1,38,0,423419,202658,220761,63967,85738,275649,0.6510076,1962,愛媛県,38,党国交副部会長［歴］衆院議員秘書▽参院議員秘書▽青学大,"MP secretary, construction company employee",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,11650,LDP,0
HR,2014,新留清隆,Fukuoka 4,SMD,共産党,5,JCP,0,0,No experience,0,Male,59,50-59,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,0,0,0,4,0,4004,Kyushu,0,0,5,23285,169170,347219,0.137642608,3,3,,,,,,,,,,423419,202658,220761,63967,85738,275649,0.6510076,1955,鹿児島県,46,党県委員・４区役員［歴］ＮＴＴ新宮無線送信所勤務▽鹿児島水産高,NTT employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,14721,JCP,0
HR,2014,河野正美,Fukuoka 4,SMD,維新の党,35,JIP,2,2,"Currently in office, 1 term",0,Male,53,50-59,0,Born outside district,2,Private university,2,National-level elected politician,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4004,Kyushu,110000,2,1,54663,169170,347219,0.323124667,2,3,756029,5830358,11816652,0.129671111,21,3,1,6,2,423419,202658,220761,63967,85738,275649,0.6510076,1961,東京都,13,病院理事長［歴］九大医学部付属病院勤務▽九大院,doctor,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,河野3,0,1,1,0,1,0,河野正 (father),0,0,0,0,0,11007,JRP,0
HR,2014,原田義昭,Fukuoka 5,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,70,Over_70,0,Born outside district,3,University of Tokyo,3,Cabinet minister,0,0,0,1,0,0,0,0,1,0,0,0,10,7,4005,Kyushu,110000,1,1,113736,208792,413480,0.544733515,1,3,2001264,5830358,11816652,0.343248905,21,8,1,38,0,510243,243236,267007,78885,98418,375325,0.7355809,1944,福岡県嘉麻市,4008,［元］副文科相［歴］厚生政務次官▽党筆頭副幹事長▽予算委理事▽東大,"bureaucrat, lawyer",0,3,1,1,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,前田4,0,1,1,0,1,1,"前田佳都男 (father-in-law, HC), 前田勲男 (brother-in-law, HC)",0,0,0,1,0,12042,LDP,1
HR,2014,田中陽二,Fukuoka 5,SMD,共産党,5,JCP,0,0,No experience,0,Male,58,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4005,Kyushu,0,0,5,21251,208792,413480,0.10178072,3,3,,,,,,,,,,510243,243236,267007,78885,98418,375325,0.7355809,1956,千葉県,12,党県役員［歴］市議団事務局次長▽党地区委員▽赤旗記者▽九大,party newspaper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,17360,JCP,0
HR,2014,楠田大蔵,Fukuoka 5,SMD,民主党,16,DPJ,0,5,"Formerly in office, 3+ terms",0,Male,39,Under_40,1,Born inside district,3,University of Tokyo,1,Local-level elected politician,1,0,0,0,0,0,0,1,1,0,0,0,5,3,4005,Kyushu,110000,0,4,73805,208792,413480,0.353485766,2,3,944093,5830358,11816652,0.161927106,21,3,2,16,10,510243,243236,267007,78885,98418,375325,0.7355809,1975,福岡県筑紫野市,4005,［元］防衛政務官［歴］住友銀行員▽首相秘書▽衆院議員秘書▽東大,"MP sec, business employee (banking)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,楠田,1,1,0,0,0,0,"楠田幹人 (father, unelected)",0,0,0,1,0,17897,DPJ,1
HR,2014,鳩山邦夫,Fukuoka 6,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,66,60-69,0,Born outside district,3,University of Tokyo,3,Cabinet minister,0,0,0,0,0,0,0,1,1,0,0,0,14,13,4006,Kyushu,110000,1,1,116413,161770,371610,0.719620449,1,2,2001264,5830358,11816652,0.343248905,21,8,1,38,0,459623,217815,241808,64068,105376,232081,0.5049377,1948,東京都文京区,1302,［元］総務相▽日ロ協会会長［歴］文相▽労相▽法相▽地方創生特別委員長▽東大,MP secretary,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,鳩山,0,1,1,0,1,1,"鳩山一郎 (grandfather), 鳩山威一郎 (father, HC), 鳩山秀夫 (great uncle, prewar), 鳩山和夫 (great grandfather), 寺田栄 (great grandfather)",0,1,0,1,0,18112,LDP,0
HR,2014,金子睦美,Fukuoka 6,SMD,共産党,5,JCP,0,0,No experience,1,Female,53,50-59,0,Born outside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4006,Kyushu,0,0,5,45357,161770,371610,0.280379551,2,2,,,,,,,,,,459623,217815,241808,64068,105376,232081,0.5049377,1961,福岡県福岡市,4001,党６区国政対策委員長［歴］県母親大会連絡会事務局長▽博多女子商高,party youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,11844,JCP,1
HR,2014,藤丸敏,Fukuoka 7,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,54,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,2,2,4007,Kyushu,110000,1,1,95796,135799,302683,0.705424929,1,2,2001264,5830358,11816652,0.343248905,21,8,1,38,0,373567,173678,199889,47069,105621,133372,0.357023,1960,みやま市,4007,［元］衆院議員秘書［歴］私立高非常勤講師▽議院運営委員▽東京学芸大院中退,"MP secretary, education",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,17694,LDP,1
